City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
214,Tottori,JP,2020-05-13 19:43:16,35.5,134.23,56.91,48,0,7.4
215,Arcos De La Frontera,ES,2020-05-13 19:43:16,36.75,-5.81,59.0,93,20,8.05
216,Fortuna,US,2020-05-13 19:43:16,40.6,-124.16,57.99,87,75,11.41
217,Caravelas,BR,2020-05-13 19:43:16,-17.71,-39.25,75.78,78,0,5.97
218,Kjopsvik,NO,2020-05-13 19:43:16,68.1,16.37,34.0,86,100,11.01
219,Lilongwe,MW,2020-05-13 19:43:16,-13.97,33.79,66.97,65,41,3.65
220,Kavieng,PG,2020-05-13 19:43:17,-2.57,150.8,83.23,75,78,8.3
221,Trincomalee,LK,2020-05-13 19:43:17,8.57,81.23,83.28,73,95,2.8
222,Chernyshevsk,RU,2020-05-13 19:43:17,52.52,117.02,33.71,78,0,12.3
223,Clyde River,CA,2020-05-13 19:43:17,70.47,-68.59,26.6,92,40,3.36
224,Nhulunbuy,AU,2020-05-13 19:43:17,-12.23,136.77,78.8,78,40,10.29
225,Axim,GH,2020-05-13 19:43:17,4.87,-2.24,81.3,81,2,6.13
226,Atar,MR,2020-05-13 19:43:17,20.52,-13.05,87.04,13,0,8.32
227,Te Anau,NZ,2020-05-13 19:43:17,-45.42,167.72,47.75,87,95,3.04
228,Huaihua,CN,2020-05-13 19:43:17,27.55,109.96,67.08,94,100,2.82
229,Tarakan,ID,2020-05-13 19:43:18,3.3,117.63,81.23,81,63,4.47
230,Jaypur,IN,2020-05-13 19:43:18,18.85,82.58,79.81,43,94,3.96
231,Grindavik,IS,2020-05-13 19:43:18,63.84,-22.43,44.6,93,90,20.8
232,Barberton,ZA,2020-05-13 19:43:18,-25.79,31.05,68.0,87,20,4.7
233,Bourg-En-Bresse,FR,2020-05-13 19:43:18,46.17,5.17,51.01,96,100,1.99
234,Hamilton,US,2020-05-13 19:43:10,39.18,-84.53,59.0,44,90,10.29
235,Torbay,CA,2020-05-13 19:42:49,47.67,-52.73,44.6,70,75,29.97
236,Gazojak,TM,2020-05-13 19:43:18,41.19,61.4,64.31,53,10,2.82
237,Korla,CN,2020-05-13 19:43:19,41.76,86.15,64.99,38,40,7.0
238,Katobu,ID,2020-05-13 19:43:19,-4.94,122.53,75.78,93,99,4.5
239,Alofi,NU,2020-05-13 19:43:19,-19.06,-169.92,77.0,100,99,5.82
240,Tilichiki,RU,2020-05-13 19:43:19,60.47,166.1,27.79,98,27,6.33
241,San Cristobal,VE,2020-05-13 19:43:19,7.77,-72.22,87.8,55,75,13.87
242,Hovd,MN,2020-05-13 19:40:54,48.01,91.64,54.7,49,57,3.71
243,Itamarandiba,BR,2020-05-13 19:43:19,-17.86,-42.86,67.32,88,94,2.48
244,Baturaja,ID,2020-05-13 19:43:19,-4.13,104.17,75.0,95,87,2.59
245,Sitka,US,2020-05-13 19:43:19,57.05,-135.33,44.6,93,90,8.05
246,Kholmy,UA,2020-05-13 19:43:20,51.87,32.6,43.81,75,42,8.93
247,Ipua,BR,2020-05-13 19:43:20,-20.44,-48.01,73.31,74,100,4.7
248,Mogadishu,SO,2020-05-13 19:39:25,2.04,45.34,81.12,86,100,9.98
249,Cap Malheureux,MU,2020-05-13 19:43:20,-19.98,57.61,71.01,77,100,5.99
250,Rio Grande,BR,2020-05-13 19:38:34,-32.03,-52.1,68.0,64,75,11.41
251,Vaitape,PF,2020-05-13 19:43:20,-16.52,-151.75,82.62,75,9,15.88
252,Valparaiso,CL,2020-05-13 19:43:12,-33.04,-71.63,68.0,40,0,4.7
253,Adoni,IN,2020-05-13 19:43:20,15.63,77.28,86.07,45,4,11.5
254,Alta Floresta,BR,2020-05-13 19:43:20,-9.88,-56.09,83.84,79,22,3.56
255,Milkovo,RU,2020-05-13 19:43:21,54.72,158.62,41.14,68,0,1.14
256,Daru,PG,2020-05-13 19:43:21,-9.08,143.21,78.62,83,68,12.15
257,Mafinga,TZ,2020-05-13 19:43:21,-7.25,35.07,71.83,71,28,3.8
